dot_number,legal_name,dba_name,expert_label,safer_company_snapshot_url,pc_flag,phy_street,phy_city,phy_state,phy_zip,phy_country,mailing_street,mailing_city,mailing_state,mailing_zip,mailing_country,telephone,fax,email_address,mcs150_date,mcs150_mileage,mcs150_mileage_year,add_date,oic_state,nbr_power_unit,driver_total,recent_mileage,recent_mileage_year,vmt_source_id,private_only,authorized_for_hire,exempt_for_hire,private_property,private_passenger_business,private_passenger_nonbusiness,migrant,us_mail,federal_government,state_government,local_government,indian_tribe,op_other,usdot_status,cargo_carried,num_filings,num_unique_companies,top_company,top_company_share,cancelled_method_count,replaced_method_count,name_changed_method_count,transferred_method_count,first_filing_date,last_filing_date,all_companies,count_cargo,count_bipd,count_broker_bond,count_broker_trust_fund,median_gap_days
2643592,ZERWAS TRUCKING LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2643592,FALSE,14309 296TH AVE,PRINCETON,MN,55371-3742,US,14309 296TH AVE,PRINCETON,MN,55371-3742,US,(763) 458-7781,,ZERWAS1984@HOTMAIL.COM,5-Mar-25,75000,2024,10-Jun-15,MN,1,1,75000,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight,5,2,INTEGRITY PROPERTY & CASUALTY INSURANCE CO,0.8,1,3,1,0,10/26/16,11/17/21,"INTEGRITY PROPERTY & CASUALTY INSURANCE CO, UNITED FINANCIAL CASUALTY COMPANY",0,5,0,0,158.5
3503189,DE LA FUENTE TRUCKING LLC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3503189,FALSE,1658 RUBY AVE,LOCHBUIE,CO,80603-7798,US,1658 RUBY AVE,LOCHBUIE,CO,80603-7798,US,(720) 501-0190,,ELOYDELAFUENTE15@GMAIL.COM,13-Sep-24,50000,2024,12-Oct-20,CO,1,1,50000,2024,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight,,,,,,,,,,,,,,,,
3856610,START 2 FINISH TRUCKING LLC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3856610,FALSE,712 HAVENWOOD DR,DALLAS,TX,75232-4318,US,712 HAVENWOOD DR,DALLAS,TX,75232-4318,US,(972) 997-1915,,JCSTART2FINISHTRUCKING@GMAIL.COM,14-Mar-23,1,2022,4-Apr-22,TX,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight,,,,,,,,,,,,,,,,
3516778,GLENTZ TRANSPORT LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3516778,FALSE,8839 W ACAPULCO LN,PEORIA,AZ,85381,US,8839 W ACAPULCO LN,PEORIA,AZ,85381,US,(602) 689-1850,,OFFICE@GLENTZGET.COM,12-Mar-24,60000,2023,5-Nov-20,AZ,1,1,60000,2023,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,Inactive USDOT Number per 49 CFR 390.19(b)(4); Biennial update of MCS-150 data not completed,"Building Materials; Construction; General Freight; Machinery, Large Objects",6,1,UNITED FINANCIAL CASUALTY COMPANY,1,4,2,0,0,8/30/21,8/4/23,UNITED FINANCIAL CASUALTY COMPANY,0,6,0,0,71
3254709,THE BURKE GROUP INC,BURKE EXTRACTS EVA'S MAGIC,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3254709,FALSE,1500 BURKE AVE UNIT A,SAN FRANCISCO,CA,94124,US,1500 BURKE AVE UNIT A,SAN FRANCISCO,CA,94124-1427,US,(415) 902-5625,,LUKE@BURKEEXTRACTS.COM,13-Mar-19,,,6-Mar-19,CA,1,1,0,0,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,CANNABIS; General Freight,,,,,,,,,,,,,,,,
2548643,RUBY LAMAR DE LEON,OMT TRUCKING,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2548643,FALSE,2618 E PAULINE LN,EDINBURG,TX,78542,US,2618 E PAULINE LN,EDINBURG,TX,78542,US,(956) 884-4203,,,8-Oct-14,,,8-Oct-14,TX,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Beverages; Fresh Produce; General Freight; Refrigerated Food,,,,,,,,,,,,,,,,
2504522,ALAN WHITCOMB,WHITCOMB DIRT WORK,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2504522,FALSE,6390 195TH ST SE,ATWATER,MN,56209,US,6390 195TH ST SE,ATWATER,MN,56209,US,(320) 894-7238,,,9-May-14,,,9-May-14,MN,1,1,0,0,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Construction; Grain, Feed, Hay; SUGAR BEETS",,,,,,,,,,,,,,,,
1703088,BLAINE NICHOLAS HAINS,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1703088,FALSE,4895 S PAGOSA CIRCLE,AURORA,CO,80015,US,4895 S PAGOSA CIRCLE,AURORA,CO,80015,US,(720) 233-9549,,WAKEDRTJMPR420@YAHOO.COM,29-Oct-07,,,29-Oct-07,CO,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight; Motor Vehicles; RV AND CAR TRANS,,,,,,,,,,,,,,,,
4327522,FAULKNER TRUCKING LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4327522,FALSE,16072 STATE HIGHWAY 37 N,CLARKSVILLE,TX,75426,US,16072 STATE HIGHWAY 37 N,CLARKSVILLE,TX,75426,US,(903) 715-8516,,FAULKNERTRANS@GMAIL.COM,25-Nov-24,,,25-Nov-24,TX,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Construction; General Freight; Machinery, Large Objects",,,,,,,,,,,,,,,,
2034798,HECTOR EFRAIN AVILA,AVILAS TRUCKING,GREAT,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2034798,FALSE,2936 ARUNDEL WAY,SAN PABLO,CA,94806,US,2936 ARUNDEL WAY,SAN PABLO,CA,94806,US,(650) 743-9283,(801) 972-2960,HILTONHA@LIVE.COM,12-Mar-12,12000,2012,17-May-10,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Beverages; Paper Products,,,,,,,,,,,,,,,,
2683576,COPE GROCERY CORPORATION,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2683576,FALSE,6120 LAKE ISABELLA BLVE,LAKE ISABELLA,CA,93240,US,P O BOX 845,LAKE ISABELLA,CA,93240,US,(760) 379-8222,,,,,,12-Jun-15,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,,,,,,,,,,,,,,,,,
3604156,JOSE VALENCIA,JV LOGISTICS,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3604156,FALSE,1575 ORIOLE AVE,SAN LEANDRO,CA,94578-2037,US,1575 ORIOLE AVE,SAN LEANDRO,CA,94578-2037,US,(408) 390-0865,,JOSEVALENCIA795@GMAIL.COM,2-Apr-21,,,2-Apr-21,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Building Materials; General Freight; OTHER,,,,,,,,,,,,,,,,
2693472,DAVID A MARTIN,SILVER STAR AUTO TRANSPORT,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2693472,FALSE,1018 CLAY,REDLANDS,CA,92374,US,1018 CLAY,REDLANDS,CA,92374,US,(951) 966-7017,,,,,,12-Jun-15,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,,,,,,,,,,,,,,,,,
4467956,EZBEE TRANSPORTATION LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4467956,FALSE,15707 62ND AVE NW,GIG HARBOR,WA,98332,US,PO BOX 442,BURLEY,WA,98322,US,(360) 742-1236,,EZEKIELBOMAN@GMAIL.COM,24-Sep-25,1,2025,16-Sep-25,WA,1,1,1,2025,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight,,,,,,,,,,,,,,,,
2866237,S&A HOLDINGS FONTANA LLC,S&A OPERATIONS,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2866237,FALSE,14642 RANCHO VISTA DR,FONTANA,CA,92335,US,PO BOX 29502 #65021,LAS VEGAS,NV,89026,US,(775) 636-6025,,,,,,14-Mar-16,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,,,,,,,,,,,,,,,,,
2585482,DAVID BIXBY,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2585482,FALSE,46113 CO RD 142,DEER RIVER,MN,56636,US,46113 CO RD 142,DEER RIVER,MN,56636,US,(218) 360-1437,,BOOBOOBIX15@GMAIL.COM,16-May-19,25000,2018,3-Mar-15,MN,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,N,ACTIVE,"Construction; Logs, Poles, Beams, Lumber",,,,,,,,,,,,,,,,
2017799,CARL ANDERSON DBA CM DUMP,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2017799,FALSE,9671 CR 1325,FLINT,TX,75762,US,9671 CR 1325,FLINT,TX,75762,US,(903) 752-2024,,,7-Apr-10,,,7-Apr-10,TX,1,1,0,0,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,DIRT SAND AND GR,,,,,,,,,,,,,,,,
2602133,LORETTO AMAYA JR,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2602133,FALSE,10506 E AVE S-12,LITTLEROCK,CA,93543,US,10506 E AVE S-12,LITTLEROCK,CA,93543,US,(661) 209-6618,,,,,,13-Apr-15,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,,,,,,,,,,,,,,,,,
4424541,LAKE LEVEL EXPRESS LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4424541,TRUE,1963 PIUTE STR,SOUTH LAKE TAHOE,CA,96150,US,1963 PIUTE STR,SOUTH LAKE TAHOE,CA,96150,US,(530) 721-0050,,LAKELEVELEXPRESS@YAHOO.COM,30-Jul-25,10,2024,14-Jun-25,CA,1,1,10,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Passengers,,,,,,,,,,,,,,,,
2379947,MALOTA SERVICES LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2379947,FALSE,5100 GAME WARDEN ROAD,FAYETTEVILLE,TX,78940,US,5100 GAME WARDEN ROAD,FAYETTEVILLE,TX,78940,US,(979) 249-5003,,MALOTA@CVCTX.COM,19-Feb-13,,,19-Feb-13,TX,1,1,0,0,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Machinery, Large Objects",,,,,,,,,,,,,,,,
2769798,ATILIO SALINAS,A N S EXPRESS,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2769798,FALSE,244 MAIDEN LN,MONTEBELLO,CA,90640,US,244 MAIDEN LN,MONTEBELLO,CA,90640,US,(323) 201-1594,,SALINAS_SILVIA@ATT.NET,20-Jun-25,16800,2024,1-Jul-15,CA,1,1,16800,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Fresh Produce,2,2,AEGIS SECURITY INSURANCE COMPANY,0.5,2,0,0,0,1/23/23,12/15/23,"AEGIS SECURITY INSURANCE COMPANY, HYUNDAI MARINE & FIRE INS CO LTD (US BRANCH)",0,2,0,0,326
2147002,BUGBEE SERVICES LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2147002,FALSE,125 WEST LOMBARD DR,LINCOLN,NE,68521,US,125 W LOMBARD DR,LINCOLN,NE,68521,US,(402) 890-8728,(402) 438-9499,,25-Apr-11,15000,2010,26-Apr-11,NE,1,1,15000,2010,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Building Materials; Garbage/Refuse; Machinery, Large Objects",,,,,,,,,,,,,,,,
2068049,MIRU LOGISTICS INC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2068049,FALSE,13120 BURTON ST,NORTH HOLLYWOOD,CA,91342,US,13120 BURTON ST,NORTH HOLLYWOOD,CA,91342,US,(818) 797-4444,(866) 217-9101,MIRULOGISTICS@YAHOO.COM,25-Aug-25,135000,2025,20-Aug-10,CA,1,1,135000,2025,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight,22,8,UNITED SPECIALTY INSURANCE COMPANY,0.40909091,19,2,1,0,8/24/10,9/20/19,"AMERICAN SENTINEL INSURANCE COMPANY, GLOBAL HAWK INSURANCE COMPANY, A RRG, NATIONAL LIABILITY & FIRE INS CO., NEW YORK MARINE & GENERAL INS. CO., PENNSYLVANIA MANUF. ASSOC. INS., QUALITAS INSURANCE COMPANY, UNITED FINANCIAL CASUALTY COMPANY, UNITED SPECIALTY INSURANCE COMPANY",1,21,0,0,129
1286846,ALLAN L FRITZLER,ALF TRUCKING,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1286846,FALSE,6140 KEITH ROAD,ALLIANCE,NE,69301,US,6140 KEITH ROAD,ALLIANCE,NE,69301,US,(308) 760-2023,(308) 762-1997,ARROTME@CHARTER.NET,26-Feb-19,1,2018,17-Sep-04,NE,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Grain, Feed, Hay",,,,,,,,,,,,,,,,
2598647,LEWIS & TIBBITTS INC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2598647,FALSE,1470 INDUSTRIAL AVE,SAN JOSE,CA,95112,US,1470 INDUSTRIAL AVE,SAN JOSE,CA,95112,US,(408) 925-0220,,,,,,10-Apr-15,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight,,,,,,,,,,,,,,,,
4389773,HERRERA MAX TRANSPORT LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4389773,FALSE,4315 ESMOND DR APT 708,ODESSA,TX,79762,US,4315 ESMOND DR APT 708,ODESSA,TX,79762-4655,US,(432) 999-8025,,ABIMAELCUBA2022@GMAIL.COM,7-Aug-25,1,2025,4-Apr-25,TX,1,1,1,2025,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,FRAC SAND,,,,,,,,,,,,,,,,
2770559,LUIS A LARIOS,LARIOS PINATAS,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2770559,FALSE,1722 E RIDER ST,PERRIS,CA,92571,US,1722 E RIDER ST,PERRIS,CA,92571,US,(951) 237-7104,,,,,,1-Jul-15,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,,,,,,,,,,,,,,,,,
618410,MARK GEPNER,GEPNER EXCAVATION AND TRUCKING,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=618410,FALSE,922 1ST AVE N,CALDWELL,ID,83605,US,922 1ST AVE N,CALDWELL,ID,83605,US,(208) 921-3984,,,10-Sep-25,5000,2024,25-Oct-95,ID,1,1,5000,2024,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,SAND AND GRAVEL,,,,,,,,,,,,,,,,
1278837,ACTION AIR SYSTEMS,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1278837,FALSE,1814 ROLLING MEADOWS,NEW PRAGUE,MN,56071,US,1814 ROLLING MEADOWS,NEW PRAGUE,MN,56071,US,(952) 215-9751,(952) 758-6533,,24-Aug-04,15000,2003,24-Aug-04,MN,1,1,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Construction; Metal: sheets, coils, rolls",,,,,,,,,,,,,,,,
1898750,JANET CROSSLAND,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1898750,FALSE,27538G HWY 97,MALOTT,WA,98829,US,PO BOX 393,MALOTT,WA,98829,US,(509) 422-8466,,,5-Jun-09,,,5-Jun-09,WA,1,1,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Agricultural/Farm Supplies; Grain, Feed, Hay; Livestock",,,,,,,,,,,,,,,,
3220124,TC ENTERPRISE INC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3220124,FALSE,11350 FOOTHILL BLVD UNIT 25,LAKE VIEW TER,CA,91342,US,11350 FOOTHILL BLVD UNIT 25,LAKE VIEW TER,CA,91342,US,(626) 316-2204,,TCILUME66@GMAIL.COM,28-Aug-23,1,2022,7-Dec-18,CA,1,1,1,2022,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight,,,,,,,,,,,,,,,,
4109723,NICHOLAS P CIPPONERI,NICK CIPPONERI FARMS,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4109723,FALSE,8455 E WHITMORE AVE,HUGHSON,CA,95326,US,8455 E WHITMORE AVE,HUGHSON,CA,95326,US,(209) 765-2388,,CIPPONERIFARMS@GMAIL.COM,4-Aug-23,30,2022,28-Jul-23,CA,1,1,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Agricultural/Farm Supplies; Fresh Produce; General Freight,,,,,,,,,,,,,,,,
3919604,IRON HORSE PUMP & WELL LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3919604,FALSE,2179 IRON HORSE RD,GALVA,KS,67443,US,2179 IRON HORSE RD,GALVA,KS,67443,US,(620) 386-4439,,LUKE.IRONHORSEPUMP@GMAIL.COM,21-Jun-24,600,2023,19-Jul-22,KS,1,1,600,2023,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight; WATER WELL,,,,,,,,,,,,,,,,
2769635,SAN ISIDRO PRODUCE INC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2769635,FALSE,52 SOUTH LINDEN AVE #4,S SAN FRANCISCO,CA,94080,US,52 SOUTH LINDEN AVE #4,S SAN FRANCISCO,CA,94080,US,(650) 872-1040,,,,,,1-Jul-15,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,,,,,,,,,,,,,,,,,
4380363,THE HONEST MOVERS INC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4380363,FALSE,18 FERN LN,SAN ANSELMO,CA,94960-1807,US,18 FERN LN,SAN ANSELMO,CA,94960-1807,US,(505) 644-8416,,SAWANGWAN32@GMAIL.COM,19-Mar-25,,,19-Mar-25,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Household Goods,,,,,,,,,,,,,,,,
4404565,RIXRIG LLC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4404565,FALSE,300 FM 1737,GREENVILLE,TX,75402-9000,US,300 FM 1737,GREENVILLE,TX,75402-9000,US,(903) 869-9155,,INFO@RIXRIG.COM,5-May-25,,,5-May-25,TX,1,1,0,0,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Building Materials; General Freight; Logs, Poles, Beams, Lumber; OTHER",,,,,,,,,,,,,,,,
2686431,CARL ZAMORA,R & P EXCAVATING,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2686431,FALSE,1241 W 228TH ST,TORRANCE,CA,90502,US,15257 WOOD RD,RIVERSIDE,CA,92508,US,(310) 600-0201,,,,,,12-Jun-15,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,,,,,,,,,,,,,,,,,
1437456,IZET HADZIC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1437456,FALSE,640 ROCHESTER DRIVE,ST LOUIS,MO,63125,US,640 ROCHESTER DRIVE,ST LOUIS,MO,63125,US,(314) 221-4666,,HADZICJ@GMAIL.COM,30-Jun-21,38555,2020,22-Nov-05,MO,1,1,0,0,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"General Freight; Metal: sheets, coils, rolls",,,,,,,,,,,,,,,,
2876126,LECOREYON BROWN,3 TIER,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2876126,FALSE,169 YALE AVE,RED OAK,TX,75154,US,169 YALE AVE,RED OAK,TX,75154,US,(214) 462-5346,,3TIERC@GMAIL.COM,26-Feb-24,2350,2024,11-Apr-16,TX,1,1,2350,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight,12,3,PROGRESSIVE COUNTY MUTUAL,0.5,8,4,0,0,8/10/16,5/18/23,"HALLMARK COUNTY MUTUAL INSURANCE COMPANY, PROGRESSIVE COUNTY MUTUAL, WESCO INSURANCE COMPANY",0,12,0,0,9
1468506,IGNACIO CARDENAS JR,CARDENAS TRANSPORT,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1468506,FALSE,2358 FARM ROAD 1897,BELLS,TX,75414,US,PO BOX 153012,IRVING,TX,75015,US,(214) 636-2083,(972) 313-8241,CARDENASTRANSPORT@YAHOO.COM,18-Jan-12,77800,2011,1-Mar-06,TX,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Building Materials; Construction; Logs, Poles, Beams, Lumber; Metal: sheets, coils, rolls",27,9,"STATE NATIONAL INSURANCE CO., INC.",0.25925926,16,11,0,0,3/8/06,4/19/13,"AMERICAN ALTERNATIVE INSURANCE CORPORATION, GRAMERCY INSURANCE COMPANY, GREAT AMERICAN INSURANCE CO., GREAT WEST CASUALTY CO., NATIONAL AMERICAN INSURANCE COMPANY, PRAETORIAN INSURANCE COMPANY, SAGAMORE INSURANCE COMPANY, SOUTHERN INSURANCE COMPANY, STATE NATIONAL INSURANCE CO., INC.",8,19,0,0,35.5
2907833,JOVAN TRUCKLINE INC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2907833,FALSE,2037 SOLOTHURN WAY,MANTECA,CA,95337,US,2037 SOLOTHURN WAY,MANTECA,CA,95337,US,(408) 318-5260,,CHARANSANGHA@YAHOO.COM,2-Jun-23,58000,2022,8-Jul-16,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight; SAND AND GRAVEL,,,,,,,,,,,,,,,,
